from,to,flag
12930526,12932089,1
12933164,12931746,1
12931603,12933541,1
12930590,12931119,1
12931780,12932238,1
12934488,12933429,1
12933204,12931344,1
12933441,12933020,1
12931740,12933903,1
12930537,12930469,1
12933784,12930500,1
12933441,12932851,1
12930647,12931793,1
12930518,12932783,1
12932296,12933956,1
12934290,12932035,1
12930573,12933505,1
12930580,12931658,1
12934061,12933200,1
12932238,12930515,1
12930573,12932158,1
12931031,12931593,1
12932745,12934078,1
12932693,12932528,1
12931738,12932407,1
12931780,12932851,1
12932955,12932075,1
12930422,12933566,1
12933046,12933505,1
12933046,12933707,1
12934479,12932066,1
12931793,12932946,1
12934404,12934203,1
12931738,12934264,1
12930647,12934347,1
12933441,12934081,1
12930182,12934514,1
12931480,12933629,1
12934502,12931658,1
12930526,12931707,1
12933441,12932599,1
12930395,12932528,1
12932238,12934546,1
12934124,12931050,1
12933623,12931348,1
12932297,12933647,1
12930510,12932407,1
12933198,12934517,1
12934414,12931082,1
12930413,12931782,1
12931185,12933155,1
12930534,12932365,1
12934124,12931782,1
12933437,12931797,1
12931163,12930485,1
12933044,12934275,1
12934061,12933540,1
12934277,12932375,1
12930526,12931348,1
12934422,12932406,1
12931603,12930574,1
12930537,12934078,1
12931603,12930396,1
12934508,12932843,1
12933623,12933904,1
12933804,12932801,1
12932018,12932091,1
12934422,12932190,1
12931877,12933193,1
12931741,12930655,1
12932870,12931119,1
12930724,12933505,1
12932123,12934081,1
12934502,12930750,1
12932018,12932908,1
12932296,12932843,1
12930232,12932251,1
12933204,12933429,1
12931655,12934275,1
12932908,12932797,1
12931031,12930396,1
12930756,12933505,1
12933324,12932308,1
12932407,12932365,1
12932296,12932783,1
12934372,12930712,1
12931025,12933193,1
12933623,12930137,1
12934517,12934203,1
12934502,12934259,1
12932882,12933904,1
12932409,12933792,1
12933204,12933077,1
12933784,12933903,1
12933314,12932409,1
12931740,12932691,1
12930537,12932251,1
12931843,12931036,1
12933672,12930500,1
12933441,12930500,1
12931655,12932470,1
12932020,12932589,1
12932908,12930395,1
12933441,12931462,1
12932777,12933876,1
12932584,12932783,1
12934414,12930391,1
12932908,12932029,1
12932296,12934326,1
12934404,12933111,1
12931985,12933092,1
12932898,12931818,1
12932086,12930641,1
12931740,12931113,1
12933437,12933950,1
12930784,12933707,1
12933991,12934347,1
12933167,12934285,1
12934514,12932166,1
12931603,12931355,1
12932123,12932406,1
12932206,12933077,1
12931877,12934546,1
12932584,12932870,1
12930526,12930968,1
12932908,12931919,1
12932206,12931348,1
12932326,12933505,1
12933429,12930655,1
12933291,12932409,1
12933441,12934488,1
12932018,12934433,1
12932584,12933647,1
12933437,12931249,1
12931780,12932029,1
12933784,12932955,1
12934061,12932308,1
12934414,12930137,1
12934479,12934461,1
12930616,12930756,1
12932624,12932946,1
12932297,12934326,1
12931740,12931593,1
12933441,12931658,1
12932882,12933707,1
12931249,12930485,1
12934061,12931119,1
12933167,12933225,1
12932206,12930994,1
12934414,12930443,1
12931741,12933732,1
12932892,12933637,1
12933672,12932327,1
12930731,12932870,1
12933777,12931293,1
12932128,12934393,1
12931740,12932409,1
12933567,12933505,1
12930647,12934264,1
12933629,12934078,1
12934468,12931782,1
12931593,12934203,1
12933991,12931274,1
12930232,12930395,1
12932745,12931503,1
12934159,12934372,1
12933193,12934078,1
12932681,12931782,1
12933198,12932918,1
12934326,12931782,1
12932664,12932238,1
12930164,12930847,1
12931740,12932787,1
12934372,12934078,1
12932946,12932898,1
12932528,12934461,1
12934486,12932955,1
12932645,12932190,1
12930474,12933707,1
12934124,12932898,1
12930510,12932166,1
12931163,12932955,1
12932020,12934290,1
12931185,12934517,1
12933190,12933053,1
12934061,12932409,1
12932440,12933092,1
12932908,12933198,1
12932693,12932035,1
12932783,12932691,1
12934414,12933950,1
12934502,12932886,1
12933437,12930968,1
12932018,12931113,1
12931631,12932624,1
12934159,12933429,1
12934159,12930515,1
12932297,12932731,1
12930573,12932407,1
12933991,12934514,1
12932123,12934285,1
12930794,12932251,1
12933062,12934526,1
12930724,12933314,1
12931843,12932691,1
12933784,12933792,1
12931740,12932870,1
12930500,12930655,1
12934404,12931348,1
12932908,12932308,1
12932020,12933020,1
12934479,12933707,1
12933450,12933707,1
12933046,12930261,1
12932086,12930485,1
12931480,12933948,1
12934502,12930395,1
12932470,12934078,1
12932123,12932409,1
12932645,12934275,1
12933044,12931045,1
12932681,12930356,1
12931112,12931113,1
12932645,12934433,1
12933937,12933512,1
12930474,12934461,1
12934414,12933956,1
12932029,12933948,1
12934517,12932528,1
12933441,12930660,1
12934546,12930129,1
12933441,12933948,1
12930590,12930261,1
12933672,12933629,1
12930301,12930485,1
12932517,12932407,1
12933198,12933077,1
12931894,12934285,1
12932297,12930550,1
12932035,12932002,1
12931655,12932375,1
12932365,12933504,1
12934479,12933948,1
12933623,12932772,1
12933062,12932000,1
12934414,12934359,1
12933441,12932123,1
12931797,12932870,1
12934159,12932797,1
12932664,12932870,1
12930413,12931793,1
12934124,12931462,1
12933441,12933904,1
12933167,12934526,1
12930422,12933294,1
12933623,12932816,1
12932893,12932365,1
12932870,12931818,1
12932918,12930395,1
12933824,12932955,1
12933062,12930975,1
12933450,12934461,1
12934502,12930518,1
12930573,12933707,1
12930195,12931782,1
12934393,12933504,1
12934442,12930712,1
12933198,12933950,1
12931741,12934517,1
12931045,12930515,1
12933441,12934442,1
12930422,12930395,1
12930647,12933190,1
12933077,12931782,1
12930195,12931293,1
12931820,12930165,1
12932296,12932031,1
12932898,12931293,1
12931797,12930396,1
12934081,12930232,1
12932892,12932327,1
12932693,12932365,1
12930573,12933225,1
12932513,12932791,1
12931330,12933429,1
12932653,12932664,1
12932018,12933053,1
12934159,12932031,1
12933198,12932898,1
12931185,12933193,1
12934414,12933566,1
12932297,12932072,1
12932020,12932951,1
12930165,12933460,1
12932123,12932365,1
12932653,12930731,1
12932946,12934326,1
12931746,12933876,1
12932893,12933435,1
12930573,12934526,1
12932892,12932898,1
12932123,12932173,1
12932900,12933661,1
12934081,12932946,1
12932983,12932308,1
12931025,12933732,1
12934203,12934264,1
12934543,12930443,1
12931877,12933435,1
12931741,12931824,1
12930281,12932908,1
12932297,12930574,1
12933284,12934433,1
12933198,12932783,1
12930948,12933876,1
12933441,12932946,1
12934404,12931894,1
12931828,12932031,1
12931882,12931163,1
12930164,12931516,1
12931740,12932375,1
12931820,12934393,1
12931120,12930731,1
12934275,12931503,1
12931480,12934508,1
12930289,12934277,1
12931462,12931503,1
12930518,12931894,1
12931348,12931595,1
12930526,12934393,1
12933284,12930771,1
12930526,12931658,1
12930534,12931119,1
12931782,12930712,1
12930526,12934264,1
12932296,12933647,1
12933284,12934461,1
12931344,12931348,1
12932892,12932308,1
12932296,12933077,1
12933046,12931746,1
12933441,12930301,1
12933792,12931818,1
12930731,12930756,1
12932745,12930395,1
12934433,12931358,1
12932296,12931629,1
12930282,12931293,1
12931631,12934081,1
12934061,12930756,1
12932693,12931088,1
12932681,12934393,1
12930537,12932955,1
12932693,12931036,1
12932123,12932851,1
12934056,12931462,1
12930474,12934433,1
12932296,12934514,1
12931120,12934488,1
12932870,12932002,1
12930137,12934517,1
12931082,12931894,1
12932365,12930395,1
12931036,12933429,1
12933441,12932780,1
12934508,12932787,1
12932513,12930847,1
12931462,12931894,1
12930580,12930968,1
12932365,12932946,1
12930580,12930301,1
12933558,12930574,1
12932440,12930655,1
12931882,12932029,1
12933167,12932745,1
12934414,12933906,1
12932892,12932238,1
12930573,12932787,1
12931740,12934517,1
12933623,12932066,1
12930526,12931593,1
12930515,12930485,1
12933441,12931274,1
12930422,12934526,1
12930724,12932955,1
12931348,12930515,1
12933294,12932946,1
12933441,12932791,1
12934517,12934264,1
12934414,12933435,1
12931274,12931797,1
12930182,12931274,1
12932645,12933506,1
12934502,12932128,1
12932031,12931782,1
12932375,12932528,1
12933948,12933155,1
12932206,12931707,1
12930422,12934538,1
12933441,12930242,1
12931780,12931274,1
12932791,12930712,1
12931643,12931602,1
12932955,12934359,1
12932594,12930771,1
12930647,12932072,1
12931820,12934264,1
12932882,12933092,1
12930165,12931602,1
12932020,12930242,1
12933284,12930261,1
12932908,12931112,1
12934081,12933876,1
12931877,12933661,1
12932018,12931602,1
12930526,12931516,1
12933623,12933190,1
12932018,12931985,1
12932900,12931113,1
12934517,12930655,1
12934159,12933824,1
12930182,12930847,1
12931820,12930232,1
12930182,12932851,1
12931740,12931801,1
12932296,12933950,1
12933512,12932844,1
12931655,12931163,1
12931740,12931818,1
12930510,12932029,1
12934414,12934506,1
12933623,12933972,1
12933435,12932946,1
12933623,12932305,1
12933190,12930261,1
12934404,12933906,1
12930164,12933512,1
12930182,12931163,1
12932407,12934488,1
12933512,12930261,1
12931025,12933661,1
12933991,12930968,1
12934124,12934359,1
12932681,12934203,1
12930515,12930299,1
12932900,12933504,1
12933437,12932731,1
12933284,12932000,1
12932870,12930515,1
12931894,12932365,1
12930907,12931782,1
12930129,12931344,1
12930724,12932886,1
12932029,12934359,1
12932787,12931782,1
12932693,12932870,1
12932407,12932851,1
12932327,12930515,1
12931738,12934347,1
12930647,12933198,1
12934133,12934359,1
12932296,12934508,1
12930422,12933777,1
12933784,12934461,1
12930510,12933567,1
12933380,12930590,1
12930573,12931503,1
12933044,12932035,1
12933540,12931119,1
12930422,12932002,1
12934061,12931330,1
12932018,12933198,1
12932893,12933504,1
12933623,12934066,1
12932783,12934078,1
12931738,12930731,1
12930526,12931249,1
12931797,12932946,1
12931163,12930712,1
12930289,12934538,1
12932983,12932035,1
12930534,12934078,1
12934061,12933904,1
12930724,12932908,1
12932681,12934546,1
12932908,12932375,1
12933204,12932528,1
12933567,12932086,1
12933623,12930485,1
12931593,12932002,1
12931828,12931782,1
12934414,12934326,1
12934514,12933948,1
12932983,12931593,1
12933164,12933225,1
12933164,12934372,1
12930422,12933903,1
12933046,12932173,1
12934159,12932951,1
12930164,12931602,1
12931882,12931818,1
12932513,12931462,1
12932900,12932327,1
12931828,12933647,1
12932031,12932772,1
12930998,12933707,1
12932653,12933429,1
12934061,12930771,1
12933225,12933558,1
12932296,12934264,1
12933937,12934508,1
12933291,12933707,1
12934159,12932589,1
12931740,12932946,1
12932791,12934461,1
12933904,12931602,1
12933623,12933707,1
12931045,12934517,1
12930590,12932406,1
12932086,12931818,1
12930994,12933505,1
12933623,12933541,1
12930847,12933540,1
12930573,12931742,1
12934203,12932002,1
12932190,12933956,1
12934433,12933460,1
12933198,12932365,1
12930724,12932066,1
12930242,12930261,1
12932892,12931355,1
12930282,12931274,1
12934133,12932409,1
12933046,12933904,1
12931877,12933567,1
12932645,12932035,1
12933167,12933948,1
12932513,12932918,1
12932517,12930574,1
12934422,12932528,1
12933291,12934461,1
12934061,12930550,1
12933164,12932166,1
12933435,12931797,1
12932166,12933505,1
12931593,12934066,1
12932908,12934372,1
12930510,12933225,1
12931850,12934393,1
12931355,12931293,1
12930784,12932409,1
12931797,12934285,1
12933291,12930574,1
12932297,12930845,1
12930422,12933505,1
12930395,12932086,1
12931843,12933193,1
12932589,12932409,1
12930413,12934277,1
12930655,12933190,1
12933291,12930261,1
12932296,12933629,1
12930301,12933111,1
12933167,12930847,1
12931631,12932860,1
12934404,12932898,1
12934275,12934066,1
12932296,12933294,1
12932020,12930975,1
12931658,12932029,1
12932327,12933460,1
12933111,12932409,1
12932440,12933053,1
12932808,12933707,1
12932326,12930847,1
12930975,12930712,1
12934502,12933053,1
12934290,12932002,1
12934543,12934277,1
12933062,12934546,1
12931707,12931516,1
12932407,12931293,1
12934546,12934326,1
12931658,12932035,1
12931658,12934347,1
12932035,12932946,1
12930784,12934538,1
12932783,12931818,1
12930998,12934546,1
12931741,12930994,1
12930422,12933540,1
12930994,12931818,1
12932296,12931797,1
12934372,12933092,1
12934546,12932031,1
12932645,12932860,1
12930281,12930756,1
12933623,12931375,1
12933225,12932406,1
12933937,12932072,1
12933284,12931894,1
12930526,12932031,1
12933284,12934517,1
12934517,12932772,1
12930182,12930129,1
12930301,12931782,1
12933623,12930975,1
12933284,12931516,1
12931894,12932870,1
12930282,12932908,1
12931850,12933190,1
12932020,12933567,1
12930668,12933429,1
12931828,12931593,1
12932908,12930301,1
12933046,12931119,1
12931629,12932783,1
12934124,12934326,1
12932297,12931375,1
12930195,12933505,1
12932517,12932528,1
12931361,12931894,1
12932123,12934275,1
12931113,12933948,1
12933046,12933876,1
12931643,12931293,1
12931036,12933435,1
12931741,12932251,1
12934159,12931602,1
12931480,12930712,1
12932123,12930261,1
12934414,12930195,1
12932296,12931249,1
12932407,12934326,1
12934159,12933732,1
12931483,12932801,1
12934061,12930137,1
12934285,12933707,1
12932296,12930195,1
12931741,12930590,1
12931603,12931894,1
12931631,12930968,1
12932000,12934275,1
12933906,12930395,1
12930526,12930500,1
12932297,12934290,1
12932783,12932002,1
12933937,12934264,1
12930580,12934461,1
12932440,12933707,1
12932020,12933541,1
12934479,12934275,1
12932745,12931344,1
12930526,12933906,1
12931746,12932406,1
12932513,12934347,1
12933164,12933732,1
12933672,12930443,1
12931355,12930515,1
12934502,12931249,1
12933937,12930485,1
12934347,12930395,1
12932297,12932791,1
12932882,12934442,1
12930724,12930712,1
12934056,12932851,1
12930282,12930515,1
12933200,12930396,1
12933167,12932844,1
12932173,12933429,1
12932955,12931344,1
12933193,12931050,1
12930500,12934078,1
12931185,12933294,1
12930534,12931782,1
12931274,12932780,1
12933540,12934066,1
12930474,12932955,1
12932020,12932470,1
12933437,12930500,1
12931801,12933505,1
12930580,12932327,1
12934414,12932624,1
12931462,12933155,1
12932594,12930165,1
12934502,12931707,1
12934277,12931274,1
12932020,12930655,1
12932123,12934347,1
12933991,12934008,1
12933441,12932086,1
12933324,12930756,1
12932695,12933512,1
12933204,12933541,1
12934486,12931818,1
12932066,12933505,1
12932297,12934422,1
12932407,12931274,1
12931120,12933707,1
12932951,12931163,1
12933441,12934461,1
12931740,12933225,1
12932031,12932599,1
12932731,12930396,1
12931738,12930948,1
12933225,12930261,1
12934414,12933558,1
12930422,12930299,1
12930975,12930515,1
12932872,12932158,1
12932983,12930261,1
12932817,12934461,1
12932072,12934372,1
12933284,12934488,1
12933512,12930396,1
12932843,12930396,1
12933164,12931602,1
12931741,12931593,1
12930422,12931643,1
12932297,12933956,1
12931358,12930515,1
12934442,12930396,1
12932297,12932624,1
12931738,12932238,1
12932020,12932898,1
12932898,12934078,1
12932327,12932035,1
12931602,12933303,1
12934061,12931355,1
12932018,12932801,1
12934372,12930515,1
12930289,12932908,1
12934259,12932409,1
12932745,12930515,1
12930242,12933707,1
12931036,12932035,1
12930422,12932783,1
12930580,12933053,1
12932020,12931274,1
12930724,12933092,1
12930469,12930515,1
12932018,12934066,1
12932297,12931330,1
12931120,12932029,1
12931113,12930550,1
12934414,12933629,1
12934061,12933707,1
12933046,12933972,1
12934159,12933972,1
12932787,12931818,1
12930847,12931742,1
12933566,12930574,1
12934124,12933111,1
12930281,12931782,1
12934159,12931985,1
12932872,12933903,1
12931740,12934259,1
12934150,12931036,1
12930756,12932213,1
12930847,12934285,1
12933637,12930712,1
12931882,12934347,1
12930182,12934347,1
12933429,12933566,1
12932018,12930590,1
12931820,12931330,1
12932983,12931293,1
12930647,12930395,1
12932882,12932407,1
12934488,12932745,1
12930794,12932955,1
12930500,12933707,1
12933903,12931818,1
12932664,12932843,1
12932908,12933567,1
12931801,12931782,1
12930282,12930395,1
12930500,12933092,1
12932020,12931707,1
12930573,12930395,1
12932908,12934264,1
12930282,12930655,1
12930756,12932783,1
12931643,12931593,1
12932297,12933777,1
12932166,12931593,1
12933044,12932946,1
12931355,12931919,1
12933784,12933541,1
12933380,12930232,1
12930137,12932406,1
12930182,12932955,1
12930413,12934442,1
12932955,12934442,1
12932375,12934359,1
12933164,12932091,1
12934414,12933647,1
12932018,12931658,1
12931031,12930574,1
12933155,12932409,1
12932091,12932409,1
12932584,12932089,1
12930731,12930771,1
12930573,12934066,1
12933077,12930655,1
12933380,12931503,1
12931274,12932870,1
12932584,12933506,1
12932528,12934066,1
12932983,12930731,1
12931801,12931516,1
12933380,12933198,1
12932206,12934008,1
12930137,12933190,1
12930129,12933092,1
12933937,12930712,1
12933784,12934347,1
12931738,12931088,1
12932031,12933876,1
12932882,12930261,1
12932882,12933200,1
12931631,12931483,1
12933380,12932091,1
12934056,12931163,1
12930847,12932166,1
12933046,12933512,1
12933167,12930574,1
12933937,12932589,1
12931274,12934285,1
12933046,12934078,1
12931274,12930485,1
12930534,12931344,1
12930422,12932886,1
12933504,12930712,1
12931120,12931658,1
12932296,12930301,1
12930583,12932166,1
12932893,12931746,1
12932893,12930129,1
12932031,12933092,1
12931820,12933193,1
12934404,12930712,1
12932645,12933637,1
12934035,12933225,1
12933450,12931742,1
12933441,12932777,1
12931631,12932031,1
12931112,12930515,1
12933200,12931782,1
12931185,12930443,1
12930526,12933193,1
12930907,12930574,1
12934404,12932908,1
12930129,12932946,1
12930794,12933429,1
12932035,12933291,1
12934546,12932128,1
12930537,12934517,1
12934035,12931355,1
12932517,12931746,1
12932308,12931782,1
12934486,12931274,1
12932018,12930655,1
12932908,12931985,1
12930289,12934461,1
12932000,12932213,1
12930471,12930261,1
12934326,12934066,1
12933450,12933732,1
12931603,12931516,1
12931658,12931088,1
12933623,12934433,1
12932872,12931050,1
12931161,12934326,1
12932851,12932072,1
12934502,12932308,1
12930948,12931119,1
12930590,12931782,1
12930282,12933077,1
12930537,12932166,1
12933623,12930655,1
12932297,12931894,1
12933429,12934461,1
12931801,12933904,1
12933937,12930242,1
12930537,12930261,1
12932893,12930301,1
12932123,12932528,1
12930282,12932029,1
12931050,12931818,1
12932018,12933512,1
12930395,12930641,1
12933991,12932128,1
12934546,12930165,1
12930583,12932955,1
12934502,12931919,1
12934124,12934347,1
12930731,12934259,1
12930422,12933314,1
12932407,12933155,1
12933937,12933647,1
12930537,12930968,1
12932892,12930845,1
12931740,12933053,1
12930129,12932780,1
12932297,12933950,1
12933062,12931818,1
12931741,12932870,1
12932296,12933661,1
12932440,12930550,1
12933796,12933429,1
12930232,12931818,1
12931740,12930270,1
12931120,12931782,1
12932870,12931595,1
12934414,12933111,1
12931031,12932238,1
12934056,12931483,1
12931740,12931330,1
12930948,12930261,1
12933204,12933294,1
12934326,12931119,1
12933164,12933707,1
12930847,12933903,1
12930794,12932091,1
12933623,12934081,1
12931483,12933566,1
12934546,12931112,1
12934468,12930574,1
12930282,12931818,1
12934404,12932745,1
12933796,12932327,1
12931738,12933637,1
12930845,12932783,1
12933284,12932893,1
12932882,12932893,1
12934061,12934277,1
12930847,12933429,1
12933950,12934461,1
12930847,12933707,1
12932206,12930485,1
12930413,12932777,1
12931894,12932624,1
12931843,12931113,1
12931163,12930515,1
12930413,12930731,1
12930993,12934347,1
12930422,12930948,1
12930282,12932365,1
12930724,12932072,1
12932470,12933956,1
12934546,12931344,1
12933450,12931355,1
12933937,12931472,1
12930993,12934442,1
12931882,12932327,1
12931082,12931293,1
12930281,12933824,1
12932365,12932599,1
12934159,12930574,1
12934502,12932213,1
12931740,12932777,1
12932440,12934290,1
12930998,12933972,1
12930784,12934546,1
12931820,12932870,1
12930583,12933053,1
12934502,12932893,1
12930471,12934546,1
12930590,12933505,1
12930580,12931742,1
12933020,12932843,1
12934468,12930847,1
12933437,12931658,1
12933441,12932190,1
12934056,12934347,1
12933623,12934326,1
12930422,12932000,1
12930537,12931658,1
12932173,12933950,1
12932951,12931593,1
12932517,12931602,1
12934159,12931593,1
12933284,12932787,1
12934422,12931985,1
12930731,12932946,1
12931894,12932898,1
12930784,12933948,1
12932297,12933303,1
12930474,12930731,1
12931375,12930515,1
12931740,12932128,1
12931036,12932780,1
12932128,12932772,1
12930422,12931742,1
12933623,12932238,1
12932440,12932893,1
12931843,12934508,1
12931344,12930515,1
12933062,12933429,1
12934422,12930301,1
12933155,12933876,1
12933567,12933876,1
12934275,12932166,1
12931249,12931782,1
12930232,12933429,1
12933324,12930469,1
12933948,12931516,1
12933623,12933155,1
12930182,12934277,1
12932681,12931595,1
12930770,12931782,1
12934422,12931516,1
12933380,12930261,1
12930847,12931274,1
12933435,12932002,1
12930182,12931088,1
12933824,12931782,1
12932946,12933190,1
12934393,12930261,1
12932297,12932843,1
12932029,12932870,1
12931602,12931595,1
12934414,12934290,1
12930281,12934372,1
12932908,12930261,1
12933324,12930975,1
12934035,12932470,1
12932327,12932801,1
12930580,12933291,1
12932365,12933505,1
12933450,12934488,1
12932365,12934066,1
12931738,12932528,1
12933204,12930845,1
12932327,12930469,1
12932407,12932470,1
12934159,12931746,1
12932327,12931782,1
12933991,12932173,1
12932882,12934277,1
12930731,12933200,1
12930907,12932664,1
12930500,12932599,1
12933380,12931293,1
12933167,12932955,1
12933164,12933314,1
12933437,12932407,1
12933629,12931119,1
12931655,12932731,1
12932645,12933198,1
12932787,12930712,1
12932091,12930574,1
12930526,12930301,1
12933991,12934517,1
12931738,12933707,1
12934133,12931088,1
12934517,12934393,1
12930770,12931293,1
12931877,12932898,1
12932123,12930129,1
12930534,12933512,1
12932645,12933906,1
12934124,12932173,1
12930422,12932624,1
12931163,12933294,1
12934393,12934078,1
12932517,12934508,1
12933046,12932589,1
12930647,12934203,1
12932206,12931483,1
12931631,12934290,1
12933198,12930391,1
12932020,12933504,1
12933200,12933505,1
12934124,12932955,1
12930573,12931658,1
12930471,12933505,1
12933450,12934078,1
12931780,12932089,1
12932072,12931782,1
12931348,12930396,1
12933020,12933824,1
12931274,12933956,1
12932029,12934275,1
12931820,12931355,1
12934404,12934081,1
12930784,12932029,1
12932681,12934488,1
12932296,12932870,1
12930282,12933193,1
12931274,12933155,1
12933380,12934359,1
12932018,12933540,1
12931741,12933566,1
12933204,12933904,1
12932892,12933291,1
12930968,12933792,1
12930537,12931602,1
12931031,12933077,1
12931082,12934422,1
12931740,12933876,1
12934035,12931274,1
12932440,12932002,1
12931741,12933903,1
12932886,12932409,1
12930724,12933948,1
12932908,12930356,1
12932440,12932213,1
12932308,12931516,1
12933566,12934461,1
12932681,12930975,1
12930583,12930299,1
12934285,12934461,1
12933450,12933903,1
12931355,12932946,1
12930616,12932908,1
12933046,12933053,1
12932305,12930261,1
12931740,12932797,1
12930422,12932860,1
12933198,12930515,1
12934502,12930443,1
12930471,12934506,1
12930845,12934546,1
12932955,12931483,1
12930526,12933637,1
12931828,12932955,1
12932808,12934538,1
12934326,12933053,1
12931643,12931782,1
12930281,12930299,1
12933193,12932173,1
12930282,12932091,1
12933324,12933777,1
12930422,12931330,1
12930616,12930847,1
12933948,12933876,1
12932624,12933707,1
12932772,12930299,1
12932900,12932898,1
12934159,12931112,1
12932594,12934081,1
12930724,12933707,1
12932886,12930485,1
12934506,12931375,1
12933441,12932029,1
12932908,12932213,1
12932035,12933077,1
12933046,12931782,1
12931877,12932029,1
12932681,12933512,1
12933225,12933155,1
12930948,12931163,1
12933437,12931462,1
12931274,12931348,1
12934275,12934277,1
12932066,12931602,1
12931088,12934461,1
12932645,12932801,1
12930164,12934290,1
12930771,12931707,1
12932983,12930590,1
12930289,12930574,1
12930770,12934538,1
12931031,12933540,1
12933441,12931344,1
12931603,12932251,1
12933450,12932772,1
12933623,12933792,1
12934035,12933198,1
12930847,12931782,1
12933204,12933111,1
12931163,12932308,1
12933972,12933291,1
12930422,12933876,1
12934526,12934461,1
12933824,12934526,1
12932528,12933092,1
12934414,12931894,1
12930573,12933200,1
12933991,12931742,1
12932817,12934275,1
12932365,12932409,1
12931348,12930574,1
12930573,12931985,1
12932528,12934008,1
12931185,12934275,1
12932801,12931293,1
12930975,12932731,1
12933437,12931629,1
12933991,12932075,1
12934468,12934461,1
12930756,12933956,1
12934056,12933903,1
12931882,12930261,1
12931740,12931595,1
12933284,12931643,1
12933566,12931595,1
12930948,12931249,1
12934203,12930395,1
12930580,12930975,1
12932031,12933948,1
12933062,12931358,1
12931120,12932327,1
12933225,12933566,1
12930232,12934078,1
12930534,12932091,1
12931185,12932860,1
12931120,12931113,1
12932892,12930518,1
12934479,12933200,1
12932375,12931293,1
12930573,12932128,1
12932664,12934372,1
12930580,12930845,1
12932955,12933876,1
12933441,12932908,1
12931274,12931355,1
12933950,12930261,1
12933062,12932035,1
12932653,12932409,1
12931780,12933707,1
12930395,12930301,1
12933567,12931119,1
12934359,12933092,1
12931877,12932783,1
12932173,12931894,1
12932693,12934264,1
12934414,12932780,1
12930655,12930515,1
12930573,12930261,1
12932624,12930515,1
12930471,12932691,1
12930510,12931629,1
12932870,12933053,1
12930537,12930756,1
12932908,12931344,1
12932018,12931358,1
12934347,12930261,1
12934543,12932002,1
12930847,12930301,1
12931631,12931602,1
12932777,12931782,1
12931740,12934081,1
12932066,12932002,1
12930731,12932851,1
12932020,12931593,1
12933450,12933429,1
12931738,12934359,1
12930526,12932173,1
12934285,12933505,1
12934486,12931483,1
12933437,12931818,1
12931643,12933540,1
12934486,12932308,1
12932031,12931595,1
12930724,12930994,1
12932029,12930515,1
12932870,12933504,1
12932843,12930261,1
12930537,12932898,1
12930574,12930712,1
12930422,12931119,1
12932375,12930712,1
12933225,12931293,1
12932681,12932238,1
12932808,12933950,1
12932470,12934066,1
12933062,12931643,1
12933198,12932409,1
12934285,12931119,1
12931031,12931462,1
12932123,12933512,1
12932851,12931602,1
12931793,12934326,1
12932983,12932406,1
12932893,12934546,1
12933380,12931658,1
12933672,12933193,1
12932326,12934359,1
12934150,12932946,1
12932851,12933540,1
12930993,12932844,1
12931843,12931782,1
12930784,12931462,1
12934433,12934526,1
12932238,12933190,1
12933991,12932777,1
12930232,12933732,1
12931655,12931358,1
12930968,12933504,1
12934203,12933077,1
12931185,12933053,1
12934414,12932777,1
12930413,12932190,1
12931185,12933904,1
12930526,12933876,1
12931480,12930731,1
12930845,12932128,1
12930580,12931361,1
12931113,12933198,1
12932693,12932664,1
12932020,12930948,1
12930413,12934433,1
12932297,12930847,1
12933437,12932843,1
12931655,12932409,1
12932018,12932031,1
12932693,12934066,1
12934061,12933294,1
12932886,12931593,1
12930975,12933198,1
12934468,12934433,1
12930232,12932731,1
12932892,12932801,1
12933903,12931894,1
12930289,12933903,1
12932882,12933053,1
12930422,12933661,1
12932517,12932327,1
12932407,12933198,1
12932365,12933155,1
12932089,12932409,1
12934203,12932870,1
12932594,12934461,1
12934290,12932173,1
12932327,12933155,1
12934433,12933792,1
12934159,12930261,1
12930994,12931119,1
12930573,12934347,1
12934347,12930396,1
12930907,12934275,1
12932035,12933948,1
12931112,12934066,1
12934526,12932870,1
12934486,12932589,1
12933824,12930485,1
12934077,12930731,1
12932123,12933732,1
12932882,12932589,1
12934077,12932870,1
12934133,12930847,1
12930573,12932470,1
12933204,12932951,1
12932892,12931658,1
12932584,12931483,1
12933044,12932365,1
12931742,12931818,1
12931462,12933732,1
12933062,12933956,1
12930968,12930712,1
12930471,12934275,1
12932513,12933948,1
12932892,12932777,1
12930395,12933053,1
12932375,12931483,1
12933566,12933558,1
12932528,12931782,1
12932787,12932406,1
12931820,12930261,1
12934124,12933314,1
12931801,12934461,1
12933046,12933567,1
12934546,12930261,1
12934404,12931045,1
12932653,12934433,1
12933284,12933567,1
12934124,12933707,1
12931050,12933225,1
12932908,12933707,1
12932075,12932409,1
12930731,12931593,1
12932308,12933637,1
12932020,12934081,1
12933200,12931119,1
12931746,12932946,1
12930784,12934081,1
12933784,12933876,1
12931894,12932251,1
12931163,12934326,1
12931593,12934264,1
12934488,12931746,1
12933225,12933707,1
12931658,12933876,1
12930526,12933225,1
12933623,12933092,1
12931274,12930574,1
12932002,12933092,1
12930573,12932173,1
12932653,12931088,1
12932517,12933948,1
12934526,12934372,1
12930998,12933647,1
12933506,12933190,1
12930647,12932843,1
12931185,12932251,1
12933204,12932029,1
