from,to,flag
7416,81532,1
7416,6155,1
7416,7520,1
7416,23333,1
7416,1327,1
7416,30968,1
7416,5162,1
7416,6136,1
7416,11224,1
7416,2010,1
7416,3005,1
7416,27288,1
7416,3608,1
7416,6158,1
7416,9377,1
7416,5250,1
7416,6156,1
7416,1736,1
7416,9588,1
7416,2091,1
7416,1994,1
7416,821,1
7416,10921,1
7416,871,1
7416,7531,1
7416,6184,1
7416,3615,1
7416,10935,1
7416,6748,1
7416,55210,1
7416,9551,1
7416,4719,1
7416,10989,1
7416,5216,1
7416,23396,1
7416,509,1
7416,10528,1
7416,6742,1
7416,7170,1
7416,5955,1
7416,539,1
7416,7384,1
7416,26986,1
7416,7534,1
7416,51602,1
7416,10131,1
7416,4513,1
7416,3032,1
7416,8607,1
7416,10927,1
7416,9521,1
7416,6838,1
7416,9987,1
7416,7184,1
7416,4729,1
7416,51639,1
7416,94239,1
7416,4722,1
7416,23155,1
7416,293,1
7416,1615,1
7416,3939,1
7416,2108,1
7416,5160,1
7416,9555,1
7416,9131,1
7416,6749,1
7416,7086,1
7416,11335,1
7416,11160,1
7416,6520,1
7416,1152,1
7416,10613,1
7416,682,1
7416,4673,1
7416,26156,1
7416,6510,1
7416,6741,1
7416,6185,1
7416,9967,1
7416,10951,1
7416,9188,1
7416,983,1
7416,6182,1
7416,6294,1
7416,11198,1
7416,1937,1
7416,10165,1
7416,3030,1
7416,84823,1
7416,5630,1
7416,476,1
7416,388697,1
7416,7167,1
7416,50809,1
7416,11316,1
7416,2058,1
7416,51493,1
7416,1938,1
7416,3376,1
7416,7153,1
7416,10694,1
7416,51520,1
7416,4629,1
7416,1650,1
7416,3837,1
7416,9667,1
7416,388698,1
7416,7150,1
27235,3012,1
27235,8335,1
1355,3012,1
1355,8335,1
1738,3012,1
1738,8335,1
1743,3012,1
1743,8335,1
10059,3012,1
10059,8335,1
3028,3012,1
3028,8335,1
11315,3012,1
11315,8335,1
5160,3012,1
5160,8335,1
6389,3012,1
6389,8335,1
6647,3012,1
6647,8335,1
7416,3012,1
7416,8335,1
10059,1159,1
10059,548596,1
1738,205,1
1738,8209,1
5160,10093,1
1743,801,1
1743,805,1
1743,808,1
10059,801,1
10059,805,1
10059,808,1
5160,801,1
5160,805,1
5160,808,1
1355,3017,1
1355,8339,1
1355,8343,1
1355,8344,1
1355,8346,1
1355,8347,1
1738,3017,1
1738,8339,1
1738,8343,1
1738,8344,1
1738,8346,1
1738,8347,1
6389,3017,1
6389,8339,1
6389,8343,1
6389,8344,1
6389,8346,1
6389,8347,1
7416,3017,1
7416,8339,1
7416,8343,1
7416,8344,1
7416,8346,1
7416,8347,1
5160,8350,1
5160,8351,1
5160,8352,1
5160,8353,1
5160,8354,1
5160,8355,1
5160,8356,1
5160,8357,1
5160,8358,1
5160,8968,1
1743,3039,1
1743,3040,1
3028,3039,1
3028,3040,1
5160,3020,1
5160,3021,1
3028,387522,1
3028,7335,1
1738,6606,1
1738,6607,1
5160,6606,1
5160,6607,1
5160,723790,1
5160,8337,1
5160,126961,1
5160,333932,1
5160,653604,1
983,552900,1
983,654483,1
27235,552900,1
27235,654483,1
1355,552900,1
1355,654483,1
1738,552900,1
1738,654483,1
1743,552900,1
1743,654483,1
11315,552900,1
11315,654483,1
6646,552900,1
6646,654483,1
7416,552900,1
7416,654483,1
5160,11217,1
5160,445815,1
